loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0.7111,0.36115655303001404,6.390243902439025e-06,13.520958083832335,558,,,,
,,,13.520958083832335,558,0.8188710808753967,5.0743,29.364,3.744
0.7105,0.38481858372688293,6.365853658536586e-06,13.544910179640718,559,,,,
,,,13.544910179640718,559,0.8191019296646118,5.0736,29.368,3.745
0.6868,0.36521753668785095,6.341463414634147e-06,13.568862275449101,560,,,,
,,,13.568862275449101,560,0.8189679980278015,5.0756,29.356,3.743
0.7232,0.36084938049316406,6.317073170731708e-06,13.592814371257486,561,,,,
,,,13.592814371257486,561,0.8191794753074646,5.0748,29.361,3.744
0.7081,0.3592911958694458,6.292682926829269e-06,13.616766467065869,562,,,,
,,,13.616766467065869,562,0.8192075490951538,5.0769,29.349,3.742
0.7206,0.41523465514183044,6.2682926829268295e-06,13.640718562874252,563,,,,
,,,13.640718562874252,563,0.8187280297279358,5.075,29.36,3.744
0.7363,0.4135921895503998,6.243902439024391e-06,13.664670658682635,564,,,,
,,,13.664670658682635,564,0.818876326084137,5.0744,29.363,3.744
0.7813,0.3479568362236023,6.219512195121951e-06,13.688622754491018,565,,,,
,,,13.688622754491018,565,0.8185575604438782,5.075,29.36,3.744
0.7153,0.38894709944725037,6.195121951219513e-06,13.7125748502994,566,,,,
,,,13.7125748502994,566,0.8181976675987244,5.0738,29.366,3.745
0.7524,0.3793908655643463,6.170731707317073e-06,13.736526946107784,567,,,,
,,,13.736526946107784,567,0.8180633187294006,5.0742,29.364,3.744
0.7111,0.3667863607406616,6.1463414634146346e-06,13.760479041916168,568,,,,
,,,13.760479041916168,568,0.8178636431694031,5.0752,29.358,3.744
0.7638,0.3727147579193115,6.121951219512196e-06,13.784431137724551,569,,,,
,,,13.784431137724551,569,0.8179908990859985,5.0757,29.356,3.743
0.7475,0.3593478798866272,6.0975609756097564e-06,13.808383233532934,570,,,,
,,,13.808383233532934,570,0.8175024390220642,5.0751,29.359,3.744
0.7414,0.38677746057510376,6.073170731707318e-06,13.832335329341317,571,,,,
,,,13.832335329341317,571,0.8172966241836548,5.0753,29.358,3.744
0.7485,0.4224635064601898,6.048780487804878e-06,13.8562874251497,572,,,,
,,,13.8562874251497,572,0.8165469765663147,5.0745,29.362,3.744
0.7338,0.36284908652305603,6.02439024390244e-06,13.880239520958083,573,,,,
,,,13.880239520958083,573,0.8163948059082031,5.0758,29.355,3.743
0.7454,0.459490031003952,6e-06,13.904191616766466,574,,,,
,,,13.904191616766466,574,0.8155956864356995,5.074,29.365,3.745
0.7101,0.3654545843601227,5.9756097560975615e-06,13.928143712574851,575,,,,
,,,13.928143712574851,575,0.8163222670555115,5.0751,29.359,3.744
0.7368,0.3813841640949249,5.951219512195122e-06,13.952095808383234,576,,,,
,,,13.952095808383234,576,0.8164820075035095,5.077,29.348,3.742
0.7465,0.39537811279296875,5.926829268292683e-06,13.976047904191617,577,,,,
,,,13.976047904191617,577,0.8165499567985535,5.0748,29.361,3.744
1.2208,0.8979947566986084,5.902439024390244e-06,14.011976047904191,578,,,,
,,,14.011976047904191,578,0.8161836266517639,5.0749,29.36,3.744
0.7057,0.37705740332603455,5.878048780487805e-06,14.035928143712574,579,,,,
,,,14.035928143712574,579,0.8163197040557861,5.0822,29.318,3.739
0.764,0.37283891439437866,5.853658536585366e-06,14.059880239520957,580,,,,
,,,14.059880239520957,580,0.8163000345230103,5.0769,29.349,3.742
0.6667,0.3431718945503235,5.829268292682927e-06,14.08383233532934,581,,,,
,,,14.08383233532934,581,0.8160758018493652,5.0757,29.355,3.743
0.7077,0.39527422189712524,5.804878048780488e-06,14.107784431137725,582,,,,
,,,14.107784431137725,582,0.8163464665412903,5.0781,29.342,3.742
0.6765,0.379645437002182,5.780487804878049e-06,14.131736526946108,583,,,,
,,,14.131736526946108,583,0.8164125084877014,5.0751,29.359,3.744
0.7189,0.35588958859443665,5.7560975609756095e-06,14.155688622754491,584,,,,
,,,14.155688622754491,584,0.816728413105011,5.0752,29.359,3.744
0.7613,0.3878649175167084,5.731707317073171e-06,14.179640718562874,585,,,,
,,,14.179640718562874,585,0.8168671131134033,5.0756,29.356,3.743
0.6829,0.39340338110923767,5.707317073170731e-06,14.203592814371257,586,,,,
,,,14.203592814371257,586,0.8178711533546448,5.0762,29.352,3.743
0.7777,0.40504932403564453,5.682926829268293e-06,14.22754491017964,587,,,,
,,,14.22754491017964,587,0.8171512484550476,5.077,29.348,3.742
0.7113,0.4295775890350342,5.658536585365853e-06,14.251497005988025,588,,,,
,,,14.251497005988025,588,0.8164451122283936,5.0757,29.356,3.743
0.7052,0.4173053801059723,5.6341463414634145e-06,14.275449101796408,589,,,,
,,,14.275449101796408,589,0.8157653212547302,5.0751,29.359,3.744
0.7401,0.3922199010848999,5.609756097560977e-06,14.29940119760479,590,,,,
,,,14.29940119760479,590,0.8154805898666382,5.0742,29.364,3.744
0.6614,0.3898923397064209,5.585365853658537e-06,14.323353293413174,591,,,,
,,,14.323353293413174,591,0.8156689405441284,5.0742,29.364,3.744
0.716,0.3280985653400421,5.560975609756099e-06,14.347305389221557,592,,,,
,,,14.347305389221557,592,0.8162357211112976,5.0738,29.367,3.745
0.7964,0.40946459770202637,5.536585365853659e-06,14.37125748502994,593,,,,
,,,14.37125748502994,593,0.8163589239120483,5.0761,29.353,3.743
0.7427,0.43774646520614624,5.5121951219512205e-06,14.395209580838323,594,,,,
,,,14.395209580838323,594,0.8160366415977478,5.076,29.354,3.743
0.7092,0.3850514590740204,5.487804878048781e-06,14.419161676646706,595,,,,
,,,14.419161676646706,595,0.8164452910423279,5.076,29.354,3.743
0.8083,0.44629809260368347,5.463414634146342e-06,14.44311377245509,596,,,,
,,,14.44311377245509,596,0.816194474697113,5.0778,29.344,3.742
0.7069,0.3739853799343109,5.439024390243904e-06,14.467065868263473,597,,,,
,,,14.467065868263473,597,0.8155114054679871,5.0756,29.356,3.743
0.702,0.36437535285949707,5.414634146341464e-06,14.491017964071856,598,,,,
,,,14.491017964071856,598,0.814805805683136,5.0746,29.362,3.744
0.7027,0.37033209204673767,5.3902439024390255e-06,14.51497005988024,599,,,,
,,,14.51497005988024,599,0.8150359392166138,5.0753,29.358,3.744
0.7281,0.40875938534736633,5.365853658536586e-06,14.538922155688622,600,,,,
,,,14.538922155688622,600,0.8150444626808167,5.0771,29.347,3.742
0.7243,0.3918931186199188,5.341463414634147e-06,14.562874251497005,601,,,,
,,,14.562874251497005,601,0.8146790266036987,5.0737,29.367,3.745
0.6893,0.439624547958374,5.317073170731708e-06,14.58682634730539,602,,,,
,,,14.58682634730539,602,0.8147826194763184,5.0738,29.367,3.745
0.6872,0.3915007412433624,5.292682926829269e-06,14.610778443113773,603,,,,
,,,14.610778443113773,603,0.8144304752349854,5.0746,29.362,3.744
0.7645,0.36100518703460693,5.26829268292683e-06,14.634730538922156,604,,,,
,,,14.634730538922156,604,0.814419150352478,5.0742,29.364,3.744
0.6284,0.3830433189868927,5.243902439024391e-06,14.658682634730539,605,,,,
,,,14.658682634730539,605,0.8145508170127869,5.0736,29.368,3.745
0.707,0.435096800327301,5.219512195121952e-06,14.682634730538922,606,,,,
,,,14.682634730538922,606,0.8149248957633972,5.0737,29.367,3.745
0.7372,0.4138101637363434,5.195121951219513e-06,14.706586826347305,607,,,,
,,,14.706586826347305,607,0.8145833611488342,5.0736,29.367,3.745
0.7233,0.4598705470561981,5.1707317073170735e-06,14.730538922155688,608,,,,
,,,14.730538922155688,608,0.8142479062080383,5.0749,29.36,3.744
0.7224,0.39600467681884766,5.146341463414635e-06,14.754491017964071,609,,,,
,,,14.754491017964071,609,0.813865602016449,5.0748,29.361,3.744
0.7167,0.4094901978969574,5.121951219512195e-06,14.778443113772456,610,,,,
,,,14.778443113772456,610,0.8132120370864868,5.0738,29.367,3.745
0.7461,0.36708956956863403,5.097560975609757e-06,14.802395209580839,611,,,,
,,,14.802395209580839,611,0.8124382495880127,5.075,29.36,3.744
0.7515,0.41426217555999756,5.073170731707317e-06,14.826347305389222,612,,,,
,,,14.826347305389222,612,0.8127188682556152,5.0747,29.361,3.744
0.6859,0.3329830765724182,5.0487804878048785e-06,14.850299401197605,613,,,,
,,,14.850299401197605,613,0.8122358918190002,5.0726,29.373,3.746
0.6891,0.42243582010269165,5.024390243902439e-06,14.874251497005988,614,,,,
,,,14.874251497005988,614,0.8118101954460144,5.0733,29.37,3.745
0.6904,0.3625483214855194,5e-06,14.89820359281437,615,,,,
,,,14.89820359281437,615,0.8119903206825256,5.0759,29.355,3.743
0.7643,0.3769734799861908,4.975609756097562e-06,14.922155688622755,616,,,,
,,,14.922155688622755,616,0.8114616870880127,5.077,29.348,3.742
0.7248,0.3822368383407593,4.951219512195122e-06,14.946107784431138,617,,,,
,,,14.946107784431138,617,0.8113892078399658,5.0758,29.355,3.743
0.7886,0.4062466323375702,4.926829268292684e-06,14.970059880239521,618,,,,
,,,14.970059880239521,618,0.8113021850585938,5.0753,29.358,3.744
1.2481,0.8082857131958008,4.902439024390244e-06,15.005988023952096,619,,,,
,,,15.005988023952096,619,0.8108799457550049,5.0749,29.36,3.744
0.709,0.3960934579372406,4.8780487804878055e-06,15.029940119760479,620,,,,
,,,15.029940119760479,620,0.8107851147651672,5.0742,29.364,3.744
0.6747,0.3669692873954773,4.853658536585366e-06,15.053892215568862,621,,,,
,,,15.053892215568862,621,0.8105877637863159,5.0747,29.361,3.744
0.7189,0.3532502055168152,4.829268292682927e-06,15.077844311377245,622,,,,
,,,15.077844311377245,622,0.8110105991363525,5.0745,29.363,3.744
0.6956,0.34965237975120544,4.804878048780488e-06,15.10179640718563,623,,,,
,,,15.10179640718563,623,0.8109015226364136,5.0744,29.363,3.744
0.7243,0.3974425196647644,4.780487804878049e-06,15.125748502994012,624,,,,
,,,15.125748502994012,624,0.8117406368255615,5.075,29.36,3.744
0.7173,0.38880324363708496,4.75609756097561e-06,15.149700598802395,625,,,,
,,,15.149700598802395,625,0.8121060132980347,5.0756,29.356,3.743
0.7471,0.4303998351097107,4.731707317073171e-06,15.173652694610778,626,,,,
,,,15.173652694610778,626,0.8120094537734985,5.0756,29.356,3.743
0.7681,0.3752526640892029,4.7073170731707316e-06,15.197604790419161,627,,,,
,,,15.197604790419161,627,0.8129311800003052,5.0745,29.362,3.744
0.6541,0.3680539131164551,4.682926829268293e-06,15.221556886227544,628,,,,
,,,15.221556886227544,628,0.8124486207962036,5.075,29.36,3.744
0.7437,0.43072861433029175,4.658536585365854e-06,15.245508982035927,629,,,,
,,,15.245508982035927,629,0.8126077055931091,5.0758,29.355,3.743
0.6541,0.40097999572753906,4.634146341463416e-06,15.269461077844312,630,,,,
,,,15.269461077844312,630,0.8127730488777161,5.0743,29.364,3.744
0.713,0.36937692761421204,4.609756097560976e-06,15.293413173652695,631,,,,
,,,15.293413173652695,631,0.8124325275421143,5.0739,29.366,3.745
0.7445,0.4118727743625641,4.5853658536585375e-06,15.317365269461078,632,,,,
,,,15.317365269461078,632,0.8124595284461975,5.0737,29.367,3.745
0.7549,0.3822755813598633,4.560975609756098e-06,15.341317365269461,633,,,,
,,,15.341317365269461,633,0.8123695254325867,5.0746,29.362,3.744
0.7072,0.3809279501438141,4.536585365853659e-06,15.365269461077844,634,,,,
,,,15.365269461077844,634,0.8118377923965454,5.0748,29.361,3.744
0.7013,0.39096376299858093,4.51219512195122e-06,15.389221556886227,635,,,,
,,,15.389221556886227,635,0.8120735883712769,5.0741,29.365,3.745
0.7299,0.3949730098247528,4.487804878048781e-06,15.41317365269461,636,,,,
,,,15.41317365269461,636,0.8117271065711975,5.0742,29.364,3.744
0.6782,0.35220322012901306,4.463414634146342e-06,15.437125748502995,637,,,,
,,,15.437125748502995,637,0.8115246891975403,5.0739,29.366,3.745
0.7015,0.39813631772994995,4.439024390243903e-06,15.461077844311378,638,,,,
,,,15.461077844311378,638,0.8116747140884399,5.0735,29.368,3.745
0.7259,0.3807453215122223,4.414634146341464e-06,15.48502994011976,639,,,,
,,,15.48502994011976,639,0.8114908933639526,5.0739,29.366,3.745
0.8172,0.3756176829338074,4.390243902439025e-06,15.508982035928144,640,,,,
,,,15.508982035928144,640,0.811931848526001,5.0741,29.365,3.745
0.7379,0.3739246726036072,4.3658536585365854e-06,15.532934131736527,641,,,,
,,,15.532934131736527,641,0.8116450905799866,5.0739,29.366,3.745
0.6777,0.39360204339027405,4.341463414634147e-06,15.55688622754491,642,,,,
,,,15.55688622754491,642,0.8114606738090515,5.0736,29.368,3.745
0.7236,0.40777918696403503,4.317073170731707e-06,15.580838323353294,643,,,,
,,,15.580838323353294,643,0.8110913634300232,5.0732,29.37,3.745
0.7431,0.38224512338638306,4.292682926829269e-06,15.604790419161677,644,,,,
,,,15.604790419161677,644,0.810933530330658,5.0741,29.365,3.745
0.743,0.38590747117996216,4.268292682926829e-06,15.62874251497006,645,,,,
,,,15.62874251497006,645,0.8112645745277405,5.0734,29.369,3.745
0.6591,0.3872268497943878,4.2439024390243905e-06,15.652694610778443,646,,,,
,,,15.652694610778443,646,0.8110660910606384,5.0736,29.367,3.745
0.7863,0.37715357542037964,4.219512195121951e-06,15.676646706586826,647,,,,
,,,15.676646706586826,647,0.810632050037384,5.0733,29.37,3.745
0.6889,0.38257744908332825,4.195121951219512e-06,15.70059880239521,648,,,,
,,,15.70059880239521,648,0.8107008934020996,5.0747,29.361,3.744
0.6609,0.38324829936027527,4.170731707317074e-06,15.724550898203592,649,,,,
,,,15.724550898203592,649,0.8103599548339844,5.0739,29.366,3.745
0.7158,0.412047803401947,4.146341463414634e-06,15.748502994011975,650,,,,
,,,15.748502994011975,650,0.810658872127533,5.0744,29.363,3.744
0.6981,0.37972038984298706,4.121951219512196e-06,15.77245508982036,651,,,,
,,,15.77245508982036,651,0.8106123805046082,5.0765,29.351,3.743
0.7344,0.4244760572910309,4.097560975609756e-06,15.796407185628743,652,,,,
,,,15.796407185628743,652,0.8110567927360535,5.0751,29.359,3.744
0.6953,0.4073793888092041,4.0731707317073175e-06,15.820359281437126,653,,,,
,,,15.820359281437126,653,0.810756504535675,5.0754,29.357,3.744
0.6897,0.3994685411453247,4.048780487804879e-06,15.844311377245509,654,,,,
,,,15.844311377245509,654,0.8104645609855652,5.0758,29.355,3.743
0.7775,0.4936167299747467,4.024390243902439e-06,15.868263473053892,655,,,,
,,,15.868263473053892,655,0.8102797865867615,5.0761,29.353,3.743
0.6653,0.39912399649620056,4.000000000000001e-06,15.892215568862275,656,,,,
,,,15.892215568862275,656,0.809707522392273,5.0747,29.361,3.744
0.6691,0.40053945779800415,3.975609756097561e-06,15.91616766467066,657,,,,
,,,15.91616766467066,657,0.8092606067657471,5.0758,29.355,3.743
0.7135,0.41447150707244873,3.9512195121951225e-06,15.940119760479043,658,,,,
,,,15.940119760479043,658,0.8093917965888977,5.0756,29.356,3.743
0.674,0.40525659918785095,3.926829268292683e-06,15.964071856287426,659,,,,
,,,15.964071856287426,659,0.8090309500694275,5.0747,29.362,3.744
1.285,0.9415037035942078,3.902439024390244e-06,15.988023952095809,660,,,,
,,,15.988023952095809,660,0.8086822032928467,5.0742,29.364,3.744
0.6851,0.38439416885375977,3.878048780487805e-06,16.023952095808383,661,,,,
,,,16.023952095808383,661,0.8085662126541138,5.075,29.36,3.744
0.6937,0.37821897864341736,3.853658536585366e-06,16.047904191616766,662,,,,
,,,16.047904191616766,662,0.8090461492538452,5.0742,29.364,3.744
0.6844,0.38659045100212097,3.829268292682928e-06,16.07185628742515,663,,,,
,,,16.07185628742515,663,0.8093533515930176,5.0748,29.361,3.744
0.7002,0.3811977207660675,3.804878048780488e-06,16.095808383233532,664,,,,
,,,16.095808383233532,664,0.8089810609817505,5.0749,29.36,3.744
0.7102,0.38362398743629456,3.780487804878049e-06,16.119760479041915,665,,,,
,,,16.119760479041915,665,0.8094439506530762,5.0745,29.363,3.744
0.7342,0.35724741220474243,3.75609756097561e-06,16.143712574850298,666,,,,
,,,16.143712574850298,666,0.8095145225524902,5.0751,29.359,3.744
0.7151,0.38932564854621887,3.731707317073171e-06,16.16766467065868,667,,,,
,,,16.16766467065868,667,0.8102548718452454,5.0747,29.361,3.744
0.6983,0.40625160932540894,3.707317073170732e-06,16.191616766467067,668,,,,
,,,16.191616766467067,668,0.8100075721740723,5.0757,29.355,3.743
0.6629,0.416525661945343,3.6829268292682928e-06,16.21556886227545,669,,,,
,,,16.21556886227545,669,0.8100648522377014,5.0745,29.363,3.744
0.6945,0.4086521863937378,3.6585365853658537e-06,16.239520958083833,670,,,,
,,,16.239520958083833,670,0.8101038336753845,5.0748,29.361,3.744
0.6502,0.413027822971344,3.6341463414634146e-06,16.263473053892216,671,,,,
,,,16.263473053892216,671,0.8099954128265381,5.0767,29.35,3.743
0.7255,0.38840365409851074,3.609756097560976e-06,16.2874251497006,672,,,,
,,,16.2874251497006,672,0.8095493316650391,5.0764,29.352,3.743
0.7498,0.43401899933815,3.585365853658537e-06,16.311377245508982,673,,,,
,,,16.311377245508982,673,0.8101592063903809,5.0753,29.358,3.744
0.7104,0.3660605549812317,3.560975609756098e-06,16.335329341317365,674,,,,
,,,16.335329341317365,674,0.8096417784690857,5.0764,29.351,3.743
0.6671,0.3666415810585022,3.5365853658536588e-06,16.35928143712575,675,,,,
,,,16.35928143712575,675,0.8089218735694885,5.0752,29.359,3.744
0.7377,0.4132673144340515,3.5121951219512197e-06,16.38323353293413,676,,,,
,,,16.38323353293413,676,0.8092471361160278,5.0797,29.332,3.74
0.7166,0.37960192561149597,3.4878048780487806e-06,16.407185628742514,677,,,,
,,,16.407185628742514,677,0.8087548613548279,5.0748,29.361,3.744
0.7094,0.42013123631477356,3.4634146341463416e-06,16.431137724550897,678,,,,
,,,16.431137724550897,678,0.8087010979652405,5.0751,29.359,3.744
0.7217,0.37793976068496704,3.4390243902439025e-06,16.45508982035928,679,,,,
,,,16.45508982035928,679,0.8081982731819153,5.0769,29.349,3.742
0.672,0.3961704969406128,3.414634146341464e-06,16.479041916167663,680,,,,
,,,16.479041916167663,680,0.807949423789978,5.0753,29.358,3.744
0.6971,0.4030648171901703,3.3902439024390248e-06,16.50299401197605,681,,,,
,,,16.50299401197605,681,0.807876706123352,5.0757,29.356,3.743
0.6895,0.4469074010848999,3.3658536585365857e-06,16.526946107784433,682,,,,
,,,16.526946107784433,682,0.8076650500297546,5.0762,29.353,3.743
0.725,0.3486281931400299,3.3414634146341466e-06,16.550898203592816,683,,,,
,,,16.550898203592816,683,0.8081536889076233,5.0765,29.351,3.743
0.7551,0.37972503900527954,3.3170731707317076e-06,16.5748502994012,684,,,,
,,,16.5748502994012,684,0.8082547783851624,5.0766,29.35,3.743
0.677,0.3767137825489044,3.292682926829269e-06,16.59880239520958,685,,,,
,,,16.59880239520958,685,0.8074033856391907,5.0753,29.358,3.744
0.7228,0.39739251136779785,3.26829268292683e-06,16.622754491017965,686,,,,
,,,16.622754491017965,686,0.8075403571128845,5.0775,29.345,3.742
0.7033,0.38853105902671814,3.2439024390243908e-06,16.646706586826348,687,,,,
,,,16.646706586826348,687,0.8073817491531372,5.078,29.342,3.742
0.6781,0.35812580585479736,3.2195121951219517e-06,16.67065868263473,688,,,,
,,,16.67065868263473,688,0.8075919151306152,5.0746,29.362,3.744
0.6913,0.3700016736984253,3.1951219512195126e-06,16.694610778443113,689,,,,
,,,16.694610778443113,689,0.807248055934906,5.0768,29.349,3.742
0.6791,0.3941366374492645,3.1707317073170736e-06,16.718562874251496,690,,,,
,,,16.718562874251496,690,0.8076074123382568,5.0754,29.357,3.744
0.7507,0.37454676628112793,3.1463414634146345e-06,16.74251497005988,691,,,,
,,,16.74251497005988,691,0.8076238036155701,5.0754,29.357,3.744
0.7196,0.4010641276836395,3.1219512195121954e-06,16.766467065868262,692,,,,
,,,16.766467065868262,692,0.8078424334526062,5.0751,29.359,3.744
0.712,0.4164733588695526,3.0975609756097564e-06,16.790419161676645,693,,,,
,,,16.790419161676645,693,0.8078547716140747,5.0754,29.357,3.744
0.6888,0.3915276825428009,3.0731707317073173e-06,16.81437125748503,694,,,,
,,,16.81437125748503,694,0.8079941868782043,5.0757,29.356,3.743
0.7776,0.3866840898990631,3.0487804878048782e-06,16.83832335329341,695,,,,
,,,16.83832335329341,695,0.8078618049621582,5.0743,29.364,3.744
0.7544,0.4199593961238861,3.024390243902439e-06,16.862275449101798,696,,,,
,,,16.862275449101798,696,0.8077346682548523,5.0736,29.368,3.745
0.6882,0.37812259793281555,3e-06,16.88622754491018,697,,,,
,,,16.88622754491018,697,0.8075286746025085,5.0738,29.366,3.745
0.6797,0.4093008041381836,2.975609756097561e-06,16.910179640718564,698,,,,
,,,16.910179640718564,698,0.8074884414672852,5.0751,29.359,3.744
0.7281,0.40866804122924805,2.951219512195122e-06,16.934131736526947,699,,,,
,,,16.934131736526947,699,0.8071932196617126,5.0753,29.358,3.744
0.7498,0.3571198582649231,2.926829268292683e-06,16.95808383233533,700,,,,
,,,16.95808383233533,700,0.8076090812683105,5.0744,29.363,3.744
0.7357,0.3963199555873871,2.902439024390244e-06,16.982035928143713,701,,,,
,,,16.982035928143713,701,0.806920051574707,5.0734,29.369,3.745
1.1395,0.9178089499473572,2.8780487804878047e-06,17.017964071856287,702,,,,
,,,17.017964071856287,702,0.8071840405464172,5.0773,29.346,3.742
0.7573,0.3740687072277069,2.8536585365853657e-06,17.04191616766467,703,,,,
,,,17.04191616766467,703,0.8064956068992615,5.0747,29.362,3.744
0.6872,0.4352465867996216,2.8292682926829266e-06,17.065868263473053,704,,,,
,,,17.065868263473053,704,0.8066903948783875,5.076,29.354,3.743
0.7201,0.3946981132030487,2.8048780487804884e-06,17.089820359281436,705,,,,
,,,17.089820359281436,705,0.8066782355308533,5.0787,29.338,3.741
0.672,0.40909484028816223,2.7804878048780493e-06,17.11377245508982,706,,,,
,,,17.11377245508982,706,0.8065649271011353,5.0771,29.348,3.742
0.6902,0.47445353865623474,2.7560975609756102e-06,17.137724550898202,707,,,,
,,,17.137724550898202,707,0.8067445158958435,5.0772,29.347,3.742
0.7235,0.40388673543930054,2.731707317073171e-06,17.161676646706585,708,,,,
,,,17.161676646706585,708,0.8066201210021973,5.0745,29.362,3.744
0.6765,0.399641215801239,2.707317073170732e-06,17.18562874251497,709,,,,
,,,17.18562874251497,709,0.8060769438743591,5.0737,29.367,3.745
0.7663,0.36834239959716797,2.682926829268293e-06,17.209580838323355,710,,,,
,,,17.209580838323355,710,0.806722104549408,5.074,29.365,3.745
0.7422,0.4296311140060425,2.658536585365854e-06,17.233532934131738,711,,,,
,,,17.233532934131738,711,0.8061655759811401,5.0736,29.368,3.745
0.6384,0.437509149312973,2.634146341463415e-06,17.25748502994012,712,,,,
,,,17.25748502994012,712,0.8068705797195435,5.0737,29.367,3.745
0.7134,0.459988534450531,2.609756097560976e-06,17.281437125748504,713,,,,
,,,17.281437125748504,713,0.8064024448394775,5.0741,29.365,3.744
0.7172,0.479514479637146,2.5853658536585367e-06,17.305389221556887,714,,,,
,,,17.305389221556887,714,0.8062869906425476,5.0753,29.358,3.744
0.7051,0.4075476825237274,2.5609756097560977e-06,17.32934131736527,715,,,,
,,,17.32934131736527,715,0.8064015507698059,5.0748,29.361,3.744
0.7014,0.3464924097061157,2.5365853658536586e-06,17.353293413173652,716,,,,
,,,17.353293413173652,716,0.8060864210128784,5.0744,29.363,3.744
0.755,0.40130937099456787,2.5121951219512195e-06,17.377245508982035,717,,,,
,,,17.377245508982035,717,0.8061292171478271,5.0743,29.364,3.744
0.6975,0.39450401067733765,2.487804878048781e-06,17.40119760479042,718,,,,
,,,17.40119760479042,718,0.8060026168823242,5.0741,29.365,3.745
0.6832,0.422693133354187,2.463414634146342e-06,17.4251497005988,719,,,,
,,,17.4251497005988,719,0.8058116436004639,5.0737,29.367,3.745
0.6951,0.4019768238067627,2.4390243902439027e-06,17.449101796407184,720,,,,
,,,17.449101796407184,720,0.8059189319610596,5.074,29.365,3.745
0.6704,0.4045855402946472,2.4146341463414637e-06,17.473053892215567,721,,,,
,,,17.473053892215567,721,0.8063247203826904,5.0738,29.366,3.745
0.7154,0.38760560750961304,2.3902439024390246e-06,17.49700598802395,722,,,,
,,,17.49700598802395,722,0.8057792782783508,5.0741,29.365,3.744
0.702,0.4013075828552246,2.3658536585365855e-06,17.520958083832337,723,,,,
,,,17.520958083832337,723,0.8058252334594727,5.0755,29.357,3.743
0.687,0.3667212128639221,2.3414634146341465e-06,17.54491017964072,724,,,,
,,,17.54491017964072,724,0.8060129880905151,5.0743,29.364,3.744
0.7511,0.383430153131485,2.317073170731708e-06,17.568862275449103,725,,,,
,,,17.568862275449103,725,0.8056211471557617,5.0743,29.364,3.744
0.7027,0.36523911356925964,2.2926829268292687e-06,17.592814371257486,726,,,,
,,,17.592814371257486,726,0.8057949542999268,5.0737,29.367,3.745
0.758,0.36257240176200867,2.2682926829268297e-06,17.61676646706587,727,,,,
,,,17.61676646706587,727,0.8054816722869873,5.0733,29.369,3.745
0.6599,0.37300026416778564,2.2439024390243906e-06,17.64071856287425,728,,,,
,,,17.64071856287425,728,0.8050678968429565,5.074,29.365,3.745
0.7476,0.4552673399448395,2.2195121951219515e-06,17.664670658682635,729,,,,
,,,17.664670658682635,729,0.8059000372886658,5.073,29.371,3.745
0.6502,0.3696833848953247,2.1951219512195125e-06,17.688622754491018,730,,,,
,,,17.688622754491018,730,0.805496096611023,5.0731,29.371,3.745
0.7181,0.35293054580688477,2.1707317073170734e-06,17.7125748502994,731,,,,
,,,17.7125748502994,731,0.8057393431663513,5.0736,29.368,3.745
0.6994,0.38610345125198364,2.1463414634146343e-06,17.736526946107784,732,,,,
,,,17.736526946107784,732,0.8054501414299011,5.0776,29.344,3.742
0.7107,0.3863852620124817,2.1219512195121953e-06,17.760479041916167,733,,,,
,,,17.760479041916167,733,0.806070864200592,5.074,29.365,3.745
0.6958,0.3855213224887848,2.097560975609756e-06,17.78443113772455,734,,,,
,,,17.78443113772455,734,0.8055496215820312,5.075,29.36,3.744
0.6804,0.38571393489837646,2.073170731707317e-06,17.808383233532933,735,,,,
,,,17.808383233532933,735,0.8048206567764282,5.0757,29.356,3.743
0.6887,0.38157469034194946,2.048780487804878e-06,17.83233532934132,736,,,,
,,,17.83233532934132,736,0.8055583834648132,5.0737,29.367,3.745
0.7251,0.3603660762310028,2.0243902439024394e-06,17.856287425149702,737,,,,
,,,17.856287425149702,737,0.8053744435310364,5.0741,29.365,3.745
0.688,0.3665715456008911,2.0000000000000003e-06,17.880239520958085,738,,,,
,,,17.880239520958085,738,0.8054932355880737,5.0742,29.364,3.744
0.7014,0.3520701229572296,1.9756097560975613e-06,17.904191616766468,739,,,,
,,,17.904191616766468,739,0.8056734800338745,5.0732,29.37,3.745
0.6719,0.36071673035621643,1.951219512195122e-06,17.92814371257485,740,,,,
,,,17.92814371257485,740,0.8054184317588806,5.0735,29.368,3.745
0.7015,0.34182804822921753,1.926829268292683e-06,17.952095808383234,741,,,,
,,,17.952095808383234,741,0.805613100528717,5.0733,29.37,3.745
0.7194,0.38109290599823,1.902439024390244e-06,17.976047904191617,742,,,,
,,,17.976047904191617,742,0.8051759600639343,5.0737,29.367,3.745
1.1137,0.6946491599082947,1.878048780487805e-06,18.01197604790419,743,,,,
,,,18.01197604790419,743,0.8055748343467712,5.0735,29.368,3.745
0.7558,0.3960312306880951,1.853658536585366e-06,18.035928143712574,744,,,,
,,,18.035928143712574,744,0.8056543469429016,5.0738,29.367,3.745
0.6902,0.37318989634513855,1.8292682926829268e-06,18.059880239520957,745,,,,
,,,18.059880239520957,745,0.8049240708351135,5.0753,29.358,3.744
0.7107,0.3979564309120178,1.804878048780488e-06,18.08383233532934,746,,,,
